,District,State,Latitude,Longitude,Crop,eff
280,SHAHDOL,Madhya Pradesh,23.44859864559819,81.4596831828442,Sugarcane,24.350649350649352
281,SHAJAPUR,Madhya Pradesh,23.566620317220547,76.33555181268885,Papaya,52.07692307692308
282,SHEOPUR,Madhya Pradesh,25.78014810996563,77.16911116838484,Sugarcane,39.30390492359932
283,SHIVPURI,Madhya Pradesh,25.37802451874367,77.74861600810549,Sugarcane,21.831491712707184
284,SIDHI,Madhya Pradesh,24.17547189952905,82.1053783359498,Sugarcane,23.079019073569484
285,TIKAMGARH,Madhya Pradesh,25.14099852104666,78.89357064846428,Sugarcane,40.82256675279931
286,UJJAIN,Madhya Pradesh,23.319288862745065,75.80383717647058,Papaya,29.85185185185185
287,UMARIA,Madhya Pradesh,23.59601063063061,80.90879477477475,Sugarcane,20.555555555555557
288,VIDISHA,Madhya Pradesh,23.82838307984792,77.9013507604563,Papaya,61.54545454545455
289,WEST DISTRICT,Madhya Pradesh,22.027140000000017,75.87343742489269,Other Vegetables,4.338557993730408
290,AHMEDNAGAR,Maharashtra,19.21759903201788,74.69220260610572,Banana,111.7
291,AKOLA,Maharashtra,20.746310479041902,77.12122320359276,Sugarcane,69.77147213281383
292,AMRAVATI,Maharashtra,21.16520991810736,77.67583503184723,Banana,69.975
293,BHANDARA,Maharashtra,21.211792649727748,80.10950199637024,Sugarcane,61.67688567762847
294,BULDHANA,Maharashtra,20.56680611183355,76.39017880364096,Sugarcane,68.4823662496673
295,CHANDRAPUR,Maharashtra,20.095609090909075,79.31556380471388,Sugarcane,90.0
296,DHULE,Maharashtra,21.274018690400517,74.58719071837263,Banana,97.4
297,GADCHIROLI,Maharashtra,19.79554609665428,80.30965563816602,Sugarcane,99.0
298,GONDIA,Maharashtra,21.225008411214997,80.17522698598128,Sugarcane,59.273418854415276
299,HINGOLI,Maharashtra,19.59525302245251,77.09239412780653,Sugarcane,65.85882063025538
300,JALGAON,Maharashtra,20.8828943415638,75.55140421810695,Sugarcane,67.01154736696286
301,JALNA,Maharashtra,19.984612534818933,75.98473607242339,Sugarcane,69.11673463033674
302,KOLHAPUR,Maharashtra,16.44881301587301,74.12897150793648,Sugarcane,89.19037080196229
303,LATUR,Maharashtra,18.348687268993856,76.75812607802874,Banana,64.3
304,NAGPUR,Maharashtra,21.196556862745105,79.02166176470584,Sugarcane,65.41305648124413
305,NANDED,Maharashtra,19.209316983017,77.6829048951049,Sugarcane,66.33149070792344
306,NANDURBAR,Maharashtra,21.523175625248147,74.32638757443429,Sugarcane,72.09836713519923
307,NASHIK,Maharashtra,20.266912871287143,74.03824168316828,Sugarcane,70.99047227564338
308,OSMANABAD,Maharashtra,18.19459456066944,75.99495575313809,Banana,75.1
309,PARBHANI,Maharashtra,19.31032425249168,76.70163338870431,Sugarcane,71.49719693749032
310,PUNE,Maharashtra,18.51696171428573,74.12922881632647,Sugarcane,95.9786686965701
311,RATNAGIRI,Maharashtra,17.210195070127703,73.25725893866404,Banana,23.3
312,SANGLI,Maharashtra,17.154930181086502,74.70713822937628,Sugarcane,98.87026345694935
313,SATARA,Maharashtra,17.6737908974359,74.18052064102558,Sugarcane,92.74655224161525
314,SINDHUDURG,Maharashtra,16.170948049777163,73.51329008172343,Sugarcane,87.9090909090909
315,SOLAPUR,Maharashtra,17.837357937584812,75.42394823609216,Sugarcane,83.62261451724459
316,THANE,Maharashtra,19.698767747440264,72.79882742564581,Banana,23.34
317,WARDHA,Maharashtra,20.80743024390242,78.57259105691062,Sugarcane,64.33063997139793
318,WASHIM,Maharashtra,20.282282394366213,77.25502394366208,Banana,137.4
319,YAVATMAL,Maharashtra,20.04258346738159,78.05326371760479,Sugarcane,71.20466121142243
320,BISHNUPUR,Manipur,24.50712111801243,93.8246236024845,Sugarcane,32.45222327341533
321,CHANDEL,Manipur,24.2635812987013,94.09443844155844,Sugarcane,32.65979381443299
322,CHURACHANDPUR,Manipur,24.30309718875504,93.38671506024085,Sugarcane,32.66197183098591
323,SENAPATI,Manipur,25.08465586034914,94.03366234413956,Banana,12.475666074600355
324,TAMENGLONG,Manipur,24.98312942238265,93.49450740072204,Sugarcane,32.666666666666664
325,THOUBAL,Manipur,24.545392553191498,93.97959893617023,Sugarcane,32.75
326,UKHRUL,Manipur,25.05900314960629,94.44129566929138,Banana,12.784907300115876
327,EAST GARO HILLS,Meghalaya,25.82728228228228,90.64684924924916,Pineapple,16.949745906267644
328,EAST KHASI HILLS,Meghalaya,25.303763888888884,91.75922519841272,Banana,11.612583067230517
329,EAST JAINTIA HILLS,Meghalaya,25.33959557069844,92.37608160136298,Tapioca,12.69767441860465
330,RI BHOI,Meghalaya,25.89706600441498,91.8451615894039,Banana,17.110886075949367
331,SOUTH GARO HILLS,Meghalaya,25.240568578553614,90.64560349127176,Banana,10.889522058823529
332,WEST GARO HILLS,Meghalaya,25.495285185185185,90.03709947089942,Banana,12.24430517506661
333,WEST KHASI HILLS,Meghalaya,25.500889926739926,91.25364542124538,Potato,8.08062645596555
334,AIZAWL,Mizoram,23.90781335453101,92.85359459459472,Tapioca,12.574759945130316
335,CHAMPHAI,Mizoram,23.54166580976866,93.24221799485862,Sugarcane,17.63302752293578
336,KOLASIB,Mizoram,24.2020004347826,92.73470391304348,Sugarcane,19.11204481792717
337,LAWNGTLAI,Mizoram,22.36102843137253,92.66964156862753,Sugarcane,5.287128712871287
338,LUNGLEI,Mizoram,23.007717036172675,92.63512555425892,Tapioca,6.797872340425532
339,MAMIT,Mizoram,23.73852942502819,92.4330803833147,Sugarcane,10.491566265060241
340,SAIHA,Mizoram,22.35744801061008,93.02827931034489,Sugarcane,9.061538461538461
341,SERCHHIP,Mizoram,23.263864705882344,92.914158496732,Sugarcane,14.905547226386807
342,DIMAPUR,Nagaland,25.814176811594223,93.75074057971014,Sugarcane,54.93746381007527
343,KOHIMA,Nagaland,25.60311428571428,93.78600657596373,Sugarcane,41.39349112426036
344,MOKOKCHUNG,Nagaland,26.478911764705888,94.522426006192,Sugarcane,37.40384615384615
345,MON,Nagaland,26.69207374301676,95.03072988826828,Sugarcane,42.171581769437
346,PHEK,Nagaland,25.63272986577182,94.56814563758392,Sugarcane,39.80203045685279
347,TUENSANG,Nagaland,26.21104453280316,94.85809880715708,Sugarcane,40.967592592592595
348,WOKHA,Nagaland,26.202611551155112,94.1990815181518,Sugarcane,36.8339222614841
349,ZUNHEBOTO,Nagaland,26.028178205128206,94.50026666666668,Sugarcane,35.50231481481482
350,ANUGUL,Orissa,21.12070619765495,84.99839212730328,Sugarcane,56.53563843563845
351,BALESHWAR,Orissa,21.48570932311624,87.08085828011933,Sugarcane,45.78717114986699
352,BARGARH,Orissa,21.13240637931036,83.26444499999991,Sugarcane,70.20279703122125
353,BHADRAK,Orissa,20.95262735257214,86.81496204516931,Sugarcane,64.69864505202034
354,BALANGIR,Orissa,20.616300298507447,83.21520059701498,Sugarcane,66.82285884972573
355,BOUDH,Orissa,20.58319074074073,84.12363306878305,Sugarcane,50.52732778198334
356,CUTTACK,Orissa,20.407640646029623,85.7776810228802,Sugarcane,55.26650267875542
357,DEOGARH,Orissa,21.43146201550388,84.81452480620162,Sugarcane,52.349797160243405
358,DHENKANAL,Orissa,20.79887159353349,85.53226836027711,Sugarcane,61.18846641318123
359,GAJAPATI,Orissa,19.121080882352945,84.14015091911759,Sugarcane,60.79205708966801
360,GANJAM,Orissa,19.2632617564534,84.80297710437702,Sugarcane,71.97589376915221
361,JAGATSINGHAPUR,Orissa,20.114443183609136,86.43265258733919,Sugarcane,63.47892505677517
362,JAJAPUR,Orissa,20.853249094202905,86.15277300724634,Sugarcane,44.76146830825354
363,JHARSUGUDA,Orissa,21.827058566978184,83.93581682242987,Sugarcane,73.53235294117648
364,KALAHANDI,Orissa,19.784253092783523,83.1124043814433,Sugarcane,58.46051783412118
365,KANDHAMAL,Orissa,20.092878624813142,84.02216352765326,Sugarcane,42.12441860465116
366,KENDRAPARA,Orissa,20.606319815982264,86.83763247572003,Sugarcane,58.64488778054864
367,KENDUJHAR,Orissa,21.492257402597374,85.76276987012994,Sugarcane,44.642917103882475
368,KHORDHA,Orissa,20.054162322274863,85.52234834123229,Sugarcane,56.259875837281484
369,KORAPUT,Orissa,18.82627794779476,82.81278469846964,Sugarcane,78.21551750075217
370,MALKANGIRI,Orissa,18.25227930367506,81.98293636363628,Sugarcane,60.48216216216217
371,MAYURBHANJ,Orissa,21.897621545157754,86.4030408052231,Sugarcane,48.19686411149825
372,NABARANGPUR,Orissa,19.513047166921904,82.42041960183768,Sugarcane,42.58817889539557
373,NAYAGARH,Orissa,20.192895622119817,85.05614700460825,Sugarcane,63.100329143449535
374,NUAPADA,Orissa,20.471309512195116,82.59152536585364,Sugarcane,45.36211453744494
375,PURI,Orissa,19.83509174603177,85.86698989898981,Sugarcane,58.43404094010613
376,RAYAGADA,Orissa,19.292840020060204,83.45860120361095,Sugarcane,46.47943037974682
377,SAMBALPUR,Orissa,21.515752380952385,84.34958483245157,Sugarcane,57.12712066905614
378,SONEPUR,Orissa,20.89080329341317,83.76852634730537,Sugarcane,64.74324922532095
379,SUNDARGARH,Orissa,22.06354819277107,84.50524819277099,Sugarcane,66.88746041798606
380,KARAIKAL,Puducherry,10.876161726078813,79.82369793621002,Coconut ,10256.30386211299
381,MAHE,Puducherry,12.006420793787758,75.28275021570326,Coconut ,9375.367075487995
382,PONDICHERRY,Puducherry,11.887806269592494,79.7971096133752,Coconut ,13566.318327974277
383,YANAM,Puducherry,16.707695652173904,82.26187304347832,Coconut ,12572.032954798486
384,AMRITSAR,Punjab,31.548679820627772,74.79883856502238,Sugarcane,65.90558534358834
385,BATHINDA,Punjab,30.190524611973352,75.05685898004438,Sugarcane,60.0
386,FARIDKOT,Punjab,30.591187250996025,74.79751553784862,Sugarcane,64.45454545454545
387,FATEHGARH SAHIB,Punjab,30.64290947368421,76.36208394736842,Sugarcane,73.7135524976771
388,FIROZEPUR,Punjab,30.63407535211269,74.40245732394365,Sugarcane,62.741679873217116
389,GURDASPUR,Punjab,32.04283371212125,75.3204064393939,Sugarcane,72.85011293965795
390,HOSHIARPUR,Punjab,31.55157169811319,75.8469857442349,Sugarcane,66.21136502933193
391,JALANDHAR,Punjab,31.250336907216507,75.54400350515463,Sugarcane,64.34001864192912
392,KAPURTHALA,Punjab,31.336592638036837,75.47641165644177,Sugarcane,65.75571959583267
393,LUDHIANA,Punjab,30.76596397379912,75.83110851528383,Sugarcane,67.91648336773713
394,MANSA,Punjab,29.919547714285724,75.4304922857143,Sugarcane,60.0
395,MOGA,Punjab,30.756540067340065,75.1600845117845,Sugarcane,61.25
396,MUKTSAR,Punjab,30.31243303303303,74.5518747747748,Sugarcane,63.827586206896555
397,NAWANSHAHR,Punjab,31.133445454545438,76.1019243636364,Sugarcane,61.41525558120276
398,PATIALA,Punjab,30.214540380693364,76.27505893949697,Sugarcane,75.820801511692
399,RUPNAGAR,Punjab,30.910937330754347,76.53743500967126,Sugarcane,59.577178707498526
400,SANGRUR,Punjab,30.185045204336895,75.89437014178496,Sugarcane,76.05469320227726
401,AJMER,Rajasthan,26.199300378787903,74.6990419191919,Sugarcane,53.81071428571428
402,ALWAR,Rajasthan,27.55271738035265,76.65359630562563,Sugarcane,46.12348178137652
403,BANSWARA,Rajasthan,23.453642032967014,74.44246868131869,Sugarcane,49.1968199398367
404,BARAN,Rajasthan,24.98023243243244,76.86210651828291,Sugarcane,57.153554502369666
405,BARMER,Rajasthan,25.77070908045978,71.50297126436782,Barley,2.3692307692307693
406,BHARATPUR,Rajasthan,27.32411858037578,77.21752077244258,Sugarcane,47.00266429840142
407,BHILWARA,Rajasthan,25.45119767759564,74.63947595628417,Sugarcane,43.88335179032853
408,BIKANER,Rajasthan,28.12489068322981,73.26943322981371,Sugarcane,38.311284046692606
409,BUNDI,Rajasthan,25.48580716049379,75.79984074074079,Sugarcane,44.34040613492546
410,CHITTORGARH,Rajasthan,24.631623761665463,74.80010997846382,Sugarcane,56.45900880037054
411,CHURU,Rajasthan,28.29330375536484,74.65846427038629,Tobacco,3.4347826086956523
412,DAUSA,Rajasthan,26.91234817629181,76.57342097264443,Sugarcane,48.31884057971015
413,DHOLPUR,Rajasthan,26.72397054945053,77.74476219780222,Sugarcane,62.02751375687844
414,DUNGARPUR,Rajasthan,23.75104807692308,73.84765641025645,Sugarcane,47.75991522858008
415,GANGANAGAR,Rajasthan,29.256785412667963,73.56192303262948,Sugarcane,55.883184606804235
416,HANUMANGARH,Rajasthan,29.1813351791531,74.74632573289902,Sugarcane,48.193661971830984
417,JAIPUR,Rajasthan,27.033459290187885,75.77117286012533,Sugarcane,50.112977099236645
418,JAISALMER,Rajasthan,26.86900838548185,71.18371877346682,Sugarcane,48.3
419,JALORE,Rajasthan,25.07578093797277,72.18647261724662,Papaya,7.8125
420,JHALAWAR,Rajasthan,24.24725541474657,76.11242891705065,Sugarcane,55.08006279434851
421,JHUNJHUNU,Rajasthan,28.13517401247401,75.52840893970894,Sugarcane,44.25
422,JODHPUR,Rajasthan,26.678460838536967,73.00450847457628,Sugarcane,45.0
423,KARAULI,Rajasthan,26.51901555555556,76.96081818181815,Sugarcane,64.29382183908046
424,KOTA,Rajasthan,25.175718080000014,76.18618928000001,Sugarcane,53.23887587822014
425,NAGAUR,Rajasthan,27.07862016048146,74.14215667001012,Sugarcane,51.714285714285715
426,PALI,Rajasthan,25.80490393541874,73.55285640766907,Sugarcane,46.0
427,RAJSAMAND,Rajasthan,25.24894767441859,73.96570215946844,Sugarcane,44.90988372093023
428,SAWAI MADHOPUR,Rajasthan,26.251081180223288,76.4219283891548,Sugarcane,74.22095671981776
429,SIKAR,Rajasthan,27.64644058641976,75.29317422839503,Sugarcane,50.59672131147541
430,SIROHI,Rajasthan,24.7976905263158,72.75309131578943,Sugarcane,60.05882352941177
431,TONK,Rajasthan,26.153935071707927,75.79192216427637,Sugarcane,55.40149253731343
432,UDAIPUR,Rajasthan,24.44076752136749,73.84029839743584,Sugarcane,52.551681752151076
433,ARIYALUR,Tamil Nadu,11.190514836795256,79.22249643916912,Coconut ,3249.2075471698113
434,COIMBATORE,Tamil Nadu,10.871376995940452,77.07619012178621,Coconut ,2650.0931419089407
435,CUDDALORE,Tamil Nadu,11.57587300613498,79.63002365371497,Coconut ,2375.2515753370026
436,DHARMAPURI,Tamil Nadu,12.300141200000006,78.11509813333339,Coconut ,1515.057463821161
437,DINDIGUL,Tamil Nadu,10.377801390820574,77.78011279554937,Coconut ,2830.8349668530823
438,ERODE,Tamil Nadu,11.267012155963302,77.42034334862392,Coconut ,1987.4552602070248
439,KANCHIPURAM,Tamil Nadu,12.496424756511884,80.08820360135913,Coconut ,1601.020005837247
440,KANNIYAKUMARI,Tamil Nadu,8.183466300191206,77.32053064053538,Coconut ,1854.590072734016
441,KARUR,Tamil Nadu,10.79532776617955,78.08749686847604,Coconut ,1614.0419872963482
442,MADURAI,Tamil Nadu,9.904313833333331,78.01366033333332,Coconut ,3173.9047171230814
443,NAGAPATTINAM,Tamil Nadu,10.789468161718286,79.79437299431483,Coconut ,2543.5723781946367
444,NAMAKKAL,Tamil Nadu,11.33766638477801,78.14624841437633,Coconut ,3423.378914815856
445,THE NILGIRIS,Tamil Nadu,11.442361661341858,76.6614642172524,Coconut ,332.56528925619835
446,PERAMBALUR,Tamil Nadu,11.260137758112096,78.86034011799416,Coconut ,1595.599507325295
447,PUDUKKOTTAI,Tamil Nadu,10.130514816433578,79.05444484265728,Coconut ,3775.447956995652
448,RAMANATHAPURAM,Tamil Nadu,9.31286995153476,78.99185362412462,Coconut ,1445.0975163960863
449,SALEM,Tamil Nadu,11.629324202127655,78.2478257978723,Coconut ,1902.2333905071264
450,SIVAGANGA,Tamil Nadu,9.960306580645158,78.56535729032255,Coconut ,2366.858069420632
451,THANJAVUR,Tamil Nadu,10.387692255892237,79.3194869107745,Coconut ,4778.431785823862
452,THENI,Tamil Nadu,9.924066666666668,77.43458833333332,Coconut ,3893.472447360004
453,THIRUVALLUR,Tamil Nadu,13.275858101752885,80.19724702864492,Coconut ,1552.935245545415
454,THIRUVARUR,Tamil Nadu,10.368927409395978,79.60322893959727,Coconut ,3445.825098852915
455,TIRUCHIRAPPALLI,Tamil Nadu,10.837841323210409,78.54729002169196,Coconut ,2176.879348746745
456,TIRUNELVELI,Tamil Nadu,8.45743070382616,77.70549636277762,Coconut ,1848.568728765572
457,TIRUVANNAMALAI,Tamil Nadu,12.419318947368414,79.23265631578953,Coconut ,2179.3515386422364
458,VELLORE,Tamil Nadu,12.784882632293078,79.02643283582084,Coconut ,2444.4878775398133
459,VILLUPURAM,Tamil Nadu,12.065571352676752,79.6898910093992,Coconut ,1899.7875439726502
460,VIRUDHUNAGAR,Tamil Nadu,9.468872195892564,77.87641469194315,Coconut ,2739.8247826183647
461,DHALAI,Tripura,23.781360477941163,91.94654283088232,Sugarcane,47.2662490211433
462,NORTH TRIPURA,Tripura,24.121739755351683,92.17842538226292,Sugarcane,51.49322493224932
463,SOUTH TRIPURA,Tripura,23.211874098057383,91.6065807585568,Sugarcane,49.431553471486914
464,WEST TRIPURA,Tripura,23.780166241299337,91.41310788863107,Sugarcane,50.738313008130085
465,AGRA,Uttar Pradesh,26.99512974910393,78.05278291517321,Sugarcane,48.45886421550782
466,ALIGARH,Uttar Pradesh,27.93748576850093,78.00146831119557,Sugarcane,58.66216112433761
467,ALLAHABAD,Uttar Pradesh,25.392038662316445,82.05172446982063,Sugarcane,51.064436851885155
468,AMBEDKAR NAGAR,Uttar Pradesh,26.39119025974028,82.68282142857147,Sugarcane,53.22608934101858
469,AURAIYA,Uttar Pradesh,26.66892394014961,79.42637057356607,Sugarcane,55.7824919724167
470,AZAMGARH,Uttar Pradesh,26.008290954773837,83.01220251256285,Sugarcane,45.39695895431786
471,BUDAUN,Uttar Pradesh,28.085956727272716,78.99710800000005,Sugarcane,61.59612699064857
472,BAGHPAT,Uttar Pradesh,29.045793499999988,77.30266300000001,Sugarcane,68.15961224708914
473,BAHRAICH,Uttar Pradesh,27.691776300578027,81.46779783237004,Sugarcane,52.494517103994376
474,BALLIA,Uttar Pradesh,25.86075638297873,84.03651978723408,Banana,44.01923076923077
475,BALRAMPUR,Uttar Pradesh,27.449076537911324,82.47158326180256,Sugarcane,50.060998837617284
476,BANDA,Uttar Pradesh,25.351885902503284,80.52487391304344,Sugarcane,38.714824230735516
477,BARABANKI,Uttar Pradesh,26.922777025232424,81.35762350597606,Sugarcane,53.17075823237795
478,BAREILLY,Uttar Pradesh,28.51101940789474,79.43187072368416,Sugarcane,57.96602982162765
479,BASTI,Uttar Pradesh,26.833880454545447,82.69790590909092,Sugarcane,54.255017670802715
480,BIJNOR,Uttar Pradesh,29.313974259681096,78.45098815489754,Sugarcane,60.32880789909178
481,BULANDSHAHR,Uttar Pradesh,28.34875862068968,78.01082758620684,Sugarcane,59.77188504505454
482,CHANDAULI,Uttar Pradesh,25.1180859611231,83.25307062634984,Sugarcane,42.8430028230685
483,CHITRAKOOT,Uttar Pradesh,25.159924623803,81.07666087551297,Sugarcane,42.69185857930587
484,DEORIA,Uttar Pradesh,26.42218856548857,83.8244070686071,Sugarcane,50.029669052155114
485,ETAH,Uttar Pradesh,27.591155309734443,78.70021858407083,Sugarcane,51.35143435153459
486,ETAWAH,Uttar Pradesh,26.78817670157068,79.07621806282728,Sugarcane,51.385458531238584
487,FAIZABAD,Uttar Pradesh,26.60589185185181,82.00783530864202,Sugarcane,54.73677273983377
488,FARRUKHABAD,Uttar Pradesh,27.45063297872342,79.4406284574468,Sugarcane,56.28144742837324
489,FATEHPUR,Uttar Pradesh,25.8374362030905,80.85416203090509,Sugarcane,52.53701118283732
490,FIROZABAD,Uttar Pradesh,27.20963993055552,78.42660624999998,Sugarcane,46.4918228958915
491,GAUTAM BUDDHA NAGAR,Uttar Pradesh,28.393311038961038,77.52462467532465,Sugarcane,63.61823655232512
492,GHAZIABAD,Uttar Pradesh,28.74997308584685,77.67441879350343,Sugarcane,60.82076428117552
493,GHAZIPUR,Uttar Pradesh,25.624724775583484,83.5360854578097,Sugarcane,42.95481270278242
494,GONDA,Uttar Pradesh,27.157215552099505,82.0226888024882,Sugarcane,51.01189065137513
495,GORAKHPUR,Uttar Pradesh,26.63315886792452,83.3549560377358,Sugarcane,55.456954810693446
496,HARDOI,Uttar Pradesh,27.337409090909137,80.26411767676768,Sugarcane,52.649796435753515
497,HATHRAS,Uttar Pradesh,27.57814661246612,78.18251084010846,Sugarcane,54.50100153175445
498,JALAUN,Uttar Pradesh,26.067954587155988,79.36686911314993,Banana,41.0
499,JAUNPUR,Uttar Pradesh,25.70141280913127,82.54315351934063,Sugarcane,50.16367438588376
500,JHANSI,Uttar Pradesh,25.45581535234902,78.89954580536917,Sugarcane,41.30614300100705
501,KANNAUJ,Uttar Pradesh,26.993988617886185,79.64437940379408,Sugarcane,52.22833518842423
502,KANPUR DEHAT,Uttar Pradesh,26.43047641196011,79.98710083056478,Sugarcane,49.09207229301061
503,HAPUR,Uttar Pradesh,26.3704693548387,80.29251572580651,Sugarcane,65.92364189947118
504,KAUSHAMBI,Uttar Pradesh,25.53587532051282,81.41811282051287,Sugarcane,44.641249034183254
505,KUSHI NAGAR,Uttar Pradesh,26.892530675909864,83.92261542461007,Sugarcane,53.105564995913404
506,LALITPUR,Uttar Pradesh,24.58877161016945,78.60082330508473,Sugarcane,41.37117750439367
507,LUCKNOW,Uttar Pradesh,26.838233589251463,80.89706026871404,Sugarcane,53.18869888475837
508,MAHARAJGANJ,Uttar Pradesh,27.177099107142883,83.46127857142869,Sugarcane,55.71469298245614
509,MAHOBA,Uttar Pradesh,25.34529670138888,79.67863003472216,Sugarcane,41.35705603889458
510,MAINPURI,Uttar Pradesh,27.17386862302482,79.03501851015807,Sugarcane,51.007037126910944
511,MATHURA,Uttar Pradesh,27.59390432801821,77.62153416856502,Sugarcane,50.056766345666496
512,MAU,Uttar Pradesh,26.01082203791469,83.50582654028433,Sugarcane,44.14094157670201
513,MEERUT,Uttar Pradesh,29.02957625698323,77.80611005586593,Sugarcane,66.33923890019085
514,MIRZAPUR,Uttar Pradesh,25.10207959183675,82.60126628571429,Sugarcane,50.8504165578101
515,MORADABAD,Uttar Pradesh,28.851770406189537,78.73580193423597,Sugarcane,57.93756992888352
516,MUZAFFARNAGAR,Uttar Pradesh,29.470507977736563,77.64017847866423,Sugarcane,66.88593090421047
517,PILIBHIT,Uttar Pradesh,28.52024175035868,79.90103974175037,Sugarcane,60.56480852496589
518,PRATAPGARH,Uttar Pradesh,25.864842731707316,81.93530048780492,Sugarcane,48.946232699134455
519,RAE BARELI,Uttar Pradesh,26.253902840059787,81.22260463378181,Sugarcane,44.38295604364779
520,RAMPUR,Uttar Pradesh,28.83244727272725,79.10977333333337,Sugarcane,59.09447900179447
521,SAHARANPUR,Uttar Pradesh,30.03381165217392,77.59905147826095,Sugarcane,61.20668740014183
522,SANT KABEER NAGAR,Uttar Pradesh,26.791596516393444,83.0387764344262,Sugarcane,55.3897869367796
523,SANT RAVIDAS NAGAR,Uttar Pradesh,25.36457874306844,82.43494990757856,Sugarcane,44.214569420802235
524,SHAHJAHANPUR,Uttar Pradesh,27.991389350649328,79.8302275324675,Sugarcane,56.84032730183756
525,SHRAVASTI,Uttar Pradesh,27.60491787709497,81.79319776536313,Sugarcane,52.55809109725458
526,SIDDHARTH NAGAR,Uttar Pradesh,27.20738483920372,82.78664992343035,Sugarcane,54.12087524559606
527,SITAPUR,Uttar Pradesh,27.501995963091108,80.85288881199547,Sugarcane,54.847191001702996
528,SONBHADRA,Uttar Pradesh,24.46693268858798,83.06816324951639,Sugarcane,47.03154305200341
529,SULTANPUR,Uttar Pradesh,26.2846386419753,82.05710456790123,Sugarcane,49.898389672611124
530,UNNAO,Uttar Pradesh,26.63163990895297,80.636773292868,Sugarcane,49.685442710259636
531,VARANASI,Uttar Pradesh,25.36057088888889,82.82529666666672,Sugarcane,43.79623712798165
532,ALMORA,Uttaranchal,29.683532133676103,79.50165064267351,Potato,11.638583112969682
533,BAGESHWAR,Uttaranchal,29.98703393393397,79.83954354354357,Potato,12.196996996996997
534,CHAMOLI,Uttaranchal,30.58338611464965,79.56281095541402,Sugarcane,55.0
535,CHAMPAWAT,Uttaranchal,29.29142393939393,80.07720212121217,Sugarcane,59.898989898989896
536,DEHRADUN,Uttaranchal,30.533333414932727,77.90884124847,Sugarcane,58.89924379808348
537,HARIDWAR,Uttaranchal,29.886057657657645,77.92980067567574,Sugarcane,60.04080599356287
538,NAINITAL,Uttaranchal,29.336370528967223,79.4997911838791,Sugarcane,59.63331346924068
539,PAURI GARHWAL,Uttaranchal,29.97806755102041,78.77450163265311,Sugarcane,61.421052631578945
540,PITHORAGARH,Uttaranchal,30.14720631868129,80.34229230769236,Potato,11.647181790027872
541,RUDRA PRAYAG,Uttaranchal,30.55657755905512,79.09422047244097,Potato,11.788303381053915
542,TEHRI GARHWAL,Uttaranchal,30.463700918635173,78.48783792650917,Dry ginger,13.843023255813954
543,UDAM SINGH NAGAR,Uttaranchal,29.02779577677222,79.45629004524895,Sugarcane,59.64044183949504
544,UTTAR KASHI,Uttaranchal,30.968958552036234,78.56880615384617,Sugarcane,62.0
545,BANKURA,West Bengal,23.081280892857155,87.12640053571437,Coconut ,2426.384058544304
546,BARDHAMAN,West Bengal,23.444453888888884,87.8150581111111,Coconut ,2038.3525146095274
547,BIRBHUM,West Bengal,24.06389342723,87.65153089201888,Coconut ,4488.318442379917
548,DARJEELING,West Bengal,26.839619571045585,88.33145067024122,Coconut ,3062.4969222160044
549,HOWRAH,West Bengal,22.401674174428507,87.99421176968654,Coconut ,1795.3260148981362
550,JALPAIGURI,West Bengal,26.62642031250004,89.04154375000003,Coconut ,2032.1945888216446
551,COOCHBEHAR,West Bengal,26.25051611030475,89.30613826802143,Coconut ,2438.682325029656
552,MALDAH,West Bengal,25.08026802575105,88.17191684549356,Coconut ,2484.3011613691933
553,MURSHIDABAD,West Bengal,24.25950655391121,88.16816860465121,Coconut ,2335.914206406811
554,NADIA,West Bengal,23.56410971055088,88.58293034547152,Coconut ,2512.364362934363
555,24 PARAGANAS NORTH,West Bengal,22.06238845067688,88.87793960802345,Coconut ,3258.6201896766993
556,PURULIA,West Bengal,23.254192328767108,86.3968532876713,Coconut ,2477.7289628180038
557,24 PARAGANAS SOUTH,West Bengal,21.854427507266063,88.44536970827778,Coconut ,2244.8918277181874
